psraid	int_date	area	state	tz	cregion	fips	msa	usr	usr1	form	sex	q1	q2	q3	q4	q5f1	q6a	q6b	q6cf1	q6df1	q6ff2	q6gf2	q6h	thought	precinct	oftvote	planto1	scale10	q8	q8a	q9f1	q10f2	q12	q13	q14	q15	q16	q17	q20	q21	q24	q25	q26a	q26b	q26c	q26df1	q26ef1	q26ff1	q26gf1	q26hf1	q26if1	q26jf2	q26kf2	q26lf2	q26mf2	q26nf2	q26of2	q27a	q27b	q27c	q27df1	q27ef1	q27ff1	q27gf1	q27hf1	q27if1	q27jf1	q27kf2	q27lf2	q27mf2	q27nf2	q27of2	q27pf2	q27qf2	q29f1	q30f2	q31	q40	q41	q42	q42x	q43	q44f1	q45f2	q46	q50	q51	q52	q53	q55	q56	q58	q59	q61	q62f1	q63f2	q64	q65	q66a	q66b	q66c	age	educ	hisp	race	marital	parent	relig	born	attend	religos	income	regist	regicert	party	partystr	partyln	q67	q68	ideo	pvote04a	pvote04b	employ	ownrent	labor	zipcode	contact	name	website	q2_1	q2_2	q2_3	q2vb	q5f1_1	q5f1_2	q5f1_3	q5f1vb	recage2	density3	rbcounty	recage	receduc	racethn	weight	attempt	fcall	partyid	ideology	male	white	black	unemployed	union	Income	education	income_i	religattend	ginicnty05_09	pctwht0610cnty	totpop0610cnty	pctblk0610cnty	medhinc0610cnty	pkerry	pbush04	partyid_01	ideology_01	education_01	income_i_01	religattend_01	ginicnty05_09_01	totpop0610cnty_01	pctblk0610cnty_01	medhinc0610cnty_01	pbush_01	Age	Income_01	divided	hispanic	asian	gender
269	90606	315	36	"e"	1	36043	46540	"S"	2	2	1	1	1	1	2		2	2			1	1		1	1	1	1	10	1			1	1	2	1	1	1	1	2	1	1	3	1	1	1							1	1	2	1	2	3	1	1	1								2	1	2	1	1	1	2		1	2	1	1	1		1		1	2	2	1	2	1	1	2	1	1	2		1	1	1	2	2	1	61	5	2	1	1	2	1	2	3		7	1	1	3		1	2		3	1	1	1	1	4	13219	1	1	1	62			"THE WAR ON TERROR"					3	1	4	5	3	1	1.5853658536585367	2	60906	4.0	3.0	1.0	1.0	0.0	0.0	0.0	7.0	5.0	7.0	4.0	0.407	96.83361	64332	0.80830693	42318	0.41	0.57	0.75	0.5	0.6666667	0.75	0.6	0.25390625	0.006472838	0.011079975	0.20445685	0.5454545	61.0	0.75	0.0	0.0	0.0	1.0
273	90606	315	36	"e"	1	36045	0	"R"	3	1	1	9	1	9	4	9	1	3	1	3				2	1	2	1	10	2		2		9	9	3	1	9	2	3	2	9	9	2	1	1	2	4	2	2	2	3							2	4	3	1	1	4	9	1	1	1								2		1	9	1	1		1	2		1	3	3	2	1	9	9	9	1	2	2		2	1	3	3	3	30	5	2	1	1	1	3		4		5	1	2	2	1			3	2	1	9	1	1	4	13601			1	51			"WORRYING ABOUT OTHER COUNTRIES EXCEPT OUR OWN"	99				2	1	3	2	3	1	2.3658536585365852	2	60906	1.0	4.0	1.0	1.0	0.0	0.0	0.0	5.0	5.0	5.0	3.0	0.425	87.58137	115069	4.808419	43410	0.43	0.55	0.0	0.75	0.6666667	0.5	0.4	0.32421878	0.011672857	0.06591205	0.21631572	0.5194805	30.0	0.5	0.0	0.0	0.0	1.0
144	90606	718	36	"e"	1	36047	35620	"U"	1	1	1	1	1	1	2	1	2	4	2	3				1	1	1	1	10	2		3		1	1	3	1	3	2	2	1	3	1	3	2	1	3	2	1	3	1	1							3	1	1	2	2	3	4	2	3	2								4		3	1	1	9		2	1		9	2	3	2	9	1	3	1	2	2	2		1	1	3	3	9	69	5	2	2	4	2	2	2	3		4	1	1	3		9			3	1	1	1	2	1	11226			1	57			"security"	97			"killing in the strret"	4	5	1	6	3	2	1.5609756097560976	1	60906	3.0	3.0	1.0	0.0	1.0	0.0	1.0	4.0	5.0	4.0	4.0	0.5	43.88742	2466782	34.472645	43567	0.75	0.24	0.5	0.5	0.6666667	0.375	0.6	0.6171875	0.25269917	0.4725384	0.21802069	0.1168831	69.0	0.375	0.0	0.0	0.0	1.0
1231	90806	718	36	"e"	1	36047	35620	"U"	1	1	2	2	1	1	3	1	3	3	3	3			3	3	1	3	2	1	1		4		1	1	2	1	1	2	9	1	2	3	2	2	1	3	2	2	3	1	4							9	1	9	3	9	9	2	3	9	9								1		9	2	1	2	2	2	2		2	3	1	1	2	2	3	1	2	2	2		1	1	2	2	2	53	5	2	2	1	2	1	2	5		6	1	1	3		1	2		3	1	1	1	2	2	11226	2		2	57			"security"	10			"hussama bin laden"	3	5	1	4	3	2	2	2	60906	4.0	3.0	0.0	0.0	1.0	0.0	1.0	6.0	5.0	6.0	2.0	0.5	43.88742	2466782	34.472645	43567	0.75	0.24	0.75	0.5	0.6666667	0.625	0.2	0.6171875	0.25269917	0.4725384	0.21802069	0.1168831	53.0	0.625	1.0	0.0	0.0	0.0
1234	90906	718	36	"e"	1	36047	35620	"U"	1	1	2	2	1	9	4	9	2	9	2	3			2	1	1	1	1	10	2		4		1	2	3	2	3	1	2	1	4	1	1	1	3	1	4	1	3	3	3							4	2	4	2	9	2	2	2	2	4								2		1	3	2	2	4	1	1		9	4	1	1	1	2	4	2	2	9	9		9	3	3	3	3	56	7	2	1	5	2	1	2	6		8	1	1	3		2		1	3	1	3	1	1	4	11215			1	43			"WE HAVE AN IDIOT FOR A PRESIDENT"	99				3	5	1	5	4	1	1.8780487804878048	13	60906	2.0	3.0	0.0	1.0	0.0	0.0	0.0	8.0	7.0	8.0	1.0	0.5	43.88742	2466782	34.472645	43567	0.75	0.24	0.25	0.5	1.0	0.875	0.0	0.6171875	0.25269917	0.4725384	0.21802069	0.1168831	56.0	0.875	1.0	0.0	0.0	0.0
607	90706	718	36	"e"	1	36047	35620	"U"	1	2	2	2	1	1	2		3	3			3	2	3	1	1	1	1	10	2			3	1	1	3	1	3	9	2	2	4	1	1	1	1							1	2	1	1	1	1	2	2	2								2	2	9	2	9	2	2		9	3	2	1	1	2	2		9	9	3	3	2	2	2	3	2	2	2		4	1	3	1	3	9	55	3	2	1	2	2	9		6		2	1	1	2	2			1	3	1	2	3	2	4	11239	2		2	60	43		"THE WAR, GOVT NOT CARING FOR PEOPLE"					3	5	1	5	2	1	3.4634146341463414	2	60907	2.0	3.0	0.0	1.0	0.0	1.0	0.0	2.0	3.0	2.0	1.0	0.5	43.88742	2466782	34.472645	43567	0.75	0.24	0.25	0.5	0.33333334	0.125	0.0	0.6171875	0.25269917	0.4725384	0.21802069	0.1168831	55.0	0.125	0.0	0.0	0.0	0.0
878	90806	315	36	"e"	1	36049	0	"R"	3	2	2	1	1	1	2		2	3			2	2	3	1	1	2	1	9	1			1	9	2	3	1	1	1	2	1	1	3	1	1	1							1	1	2	3	4	4	3	1	1								4	1	3	4	1	1	9		1	3	3	1	1	3	1		9	2	1	1	2	3	1	2	1	9	2		2	1	1	2	2	1	75	3	2	1	1	2	1	2	5		2	1	1	1	1		3		3	1	1	3	1	2	13648	1	1	1	46			"THE DIVISION BETWEEN THE REPUBLICANS AND DEMOCRATS"					4	1	4	6	2	1	1.7560975609756098	5	60907	5.0	3.0	0.0	1.0	0.0	1.0	1.0	2.0	3.0	2.0	2.0	0.403	97.81619	27017	0.7513788	42846	0.4	0.58	1.0	0.5	0.33333334	0.125	0.2	0.23828122	0.0026484358	0.010299625	0.2101908	0.5584415	75.0	0.125	0.0	0.0	0.0	0.0
530	90706	585	36	"e"	1	36055	40380	"S"	2	1	2	1	1	9	2	1	1	2	2	2			2	3	1	2	1	10	1		2		9	1	1	2	3	2	3	1	1	3	2	1	1	3	3	2	2	3	2							1	1	1	3	1	1	1	9	1	1								1		1	1	1	2	2	2	2		2	2	3	2	1	1	1	1	1	2	1		1	1	2	2	1	46	5	2	1	1	1	1	1	2		6	1	1	1	1		1		2	1	1	3	1	4	14468			1	60			"THE WAR"	1			"THE WAR"	2	4	2	4	3	1	1.3170731707317074	1	60907	5.0	4.0	0.0	1.0	0.0	1.0	0.0	6.0	5.0	6.0	5.0	0.449	77.368286	741274	14.874931	51303	0.51	0.48	1.0	0.75	0.6666667	0.625	0.8	0.41796875	0.07585241	0.20390011	0.30203187	0.4285714	46.0	0.625	0.0	0.0	0.0	0.0
1096	91006	585	36	"e"	1	36055	40380	"S"	2	1	2	1	8	2	2	9	2	2	1	1			2	2	2	2	2	2	2		2		2	2	2	2	2	2	2	2	2	2	4	2	1	2	1	2	2	2	2							2	2	2	2	2	2	2	2	2	2								2		2	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		1	2	2	2	2	22	2	2	2	2	2	2	2	2		5	2		2	2			2	2	2		2	2	4	99999			2	97				99				1	4	2	1	1	2	5.32	3	60908	2.0	4.0	0.0	0.0	1.0	0.0	0.0	5.0	2.0	5.0	5.0	0.449	77.368286	741274	14.874931	51303	0.51	0.48	0.25	0.75	0.16666667	0.5	0.8	0.41796875	0.07585241	0.20390011	0.30203187	0.4285714	22.0	0.5	0.0	0.0	0.0	0.0
1094	91006	585	36	"e"	1	36055	40380	"S"	2	1	2	1	1	1	1	1	2	3	3	3			3	3	1	1	1	7	1		1		1	1	3	1	1	2	3	2	1	2	1	2	2	3	2	3	2	1	3							1	1	1	1	1	2	1	1	1	1								1		2	1	2	1	2	2	1		2	2	3	1	1	1	2	1	1	2	2		1	3	3	3	3	66	6	2	1	1	2	2	2	2		6	1	1	1	1		3		2	1	1	3	1	4	14622			2	37			"HEALTH CARE"	1			"THE WAR STORIES"	4	4	2	6	4	1	1.048780487804878	3	60908	5.0	4.0	0.0	1.0	0.0	1.0	0.0	6.0	6.0	6.0	5.0	0.449	77.368286	741274	14.874931	51303	0.51	0.48	1.0	0.75	0.8333333	0.625	0.8	0.41796875	0.07585241	0.20390011	0.30203187	0.4285714	66.0	0.625	1.0	0.0	0.0	0.0
1095	91006	585	36	"e"	1	36055	40380	"S"	2	1	2	1	1	2	2	1	2	3	2	2			3	3	1	2	1	10	1		1		2	1	2	1	1	2	3	1	2	3	1	2	2	3	3	1	2	2	1							1	1	1	1	1	2	2	1	1	2								1		1	1	1	1	2	1	1		2	2	3	1	1	1	2	1	3	2	2		2	1	2	2	1	69	5	2	1	1	2	1	2	4		7	1	1	1	1		2		2	1	1	2	1	4	14623			1	67			"NEUCLEAR WEAPONS IN THE WRONG HANDS"	10	21		"TEERORIST ATTACKS, 911"	4	4	2	6	3	1	1.048780487804878	10	60908	5.0	4.0	0.0	1.0	0.0	0.0	0.0	7.0	5.0	7.0	3.0	0.449	77.368286	741274	14.874931	51303	0.51	0.48	1.0	0.75	0.6666667	0.75	0.4	0.41796875	0.07585241	0.20390011	0.30203187	0.4285714	69.0	0.75	1.0	0.0	0.0	0.0
1092	90806	585	36	"e"	1	36055	40380	"S"	2	2	2	2	1	2	2		1	1			2	2	2	1	1	1	1	10	2			2	2	2	3	2	2	9	3	1	4	1	1	2	1							2	1	1	1	1	3	2	2	2								2	2	2	2	2	2	2		4	9	2	1	2	4	2		2	9	4	3	2	3	2	1	1	2	2		3	2	3	2	3	1	65	6	2	1	1	2	1	2	3		7	1	1	2	1			1	3	1	2	1	1	1	14450			1	1			"economy"					4	4	2	6	4	1	1.7560975609756098	4	60907	1.0	3.0	0.0	1.0	0.0	0.0	1.0	7.0	6.0	7.0	4.0	0.449	77.368286	741274	14.874931	51303	0.51	0.48	0.0	0.5	0.8333333	0.75	0.6	0.41796875	0.07585241	0.20390011	0.30203187	0.4285714	65.0	0.75	0.0	0.0	0.0	0.0
531	90706	585	36	"e"	1	36055	40380	"S"	2	2	1	2	1	2	1		2	2			2	3	4	3	2	4	1	10	9	2		1	9	2	2	1	2	1	3	9	3	1	1	1	1							3	1	1	2	2	4	2	9	9								4	4	2	2	9	2	1		4	2	3	2	2	3	2		2	9	4	2	2	9	1	1	1	1	1		9	1	1	3	1	3	29	5	2	1	1	1	9		5		6	1	1	3		2		3	3	2		1	1	4	14464			1	76	1		"FUEL PRICES AND THE ECONMY"					1	4	2	2	3	1	5.32	1	60907	2.0	3.0	1.0	1.0	0.0	0.0	0.0	6.0	5.0	6.0	2.0	0.449	77.368286	741274	14.874931	51303	0.51	0.48	0.25	0.5	0.6666667	0.625	0.2	0.41796875	0.07585241	0.20390011	0.30203187	0.4285714	29.0	0.625	0.0	0.0	0.0	1.0
1093	90806	585	36	"e"	1	36055	40380	"S"	2	2	1	1	1	2	2		1	1			2	1	2	1	1	2	1	10	1			2	2	2	2	2	1	2	3	1	1	3	1	1	1							1	1	3	3	3	3	1	1	1								2	1	2	1	1	1	1		1	3	1	2	1	2	1		2	2	2	1	1	2	1	3	1	1	2		3	1	3	3	3	1	55	3	2	1	5	1	1	2	5		5	1	1	1	1		1		3	1	1	3	1	1	14624	1	1	1	62			"TERRORISTS"					3	4	2	5	2	1	2.268292682926829	4	60908	5.0	3.0	1.0	1.0	0.0	1.0	1.0	5.0	3.0	5.0	2.0	0.449	77.368286	741274	14.874931	51303	0.51	0.48	1.0	0.5	0.33333334	0.5	0.2	0.41796875	0.07585241	0.20390011	0.30203187	0.4285714	55.0	0.5	1.0	0.0	0.0	1.0
1097	90806	585	36	"e"	1	36055	40380	"S"	2	2	1	2	1	9	1		1	4			2	4	1	1	2	5	2	1	9	1		1	9	2	3	1	2	1	3	1	4	4	1	1	2							1	1	2	2	2	3	1	3	1								2	2	2	3	2	3	2		1	2	2	1	1	3	1		1	2	2	2	1	1	1	4	1	2	1		3	1	2	2	1	3	32	7	2	9	1	1	99		9		10	2		3		1	3		4	2		9	9	4	14623			2	1			"ECONOMY"					2	4	2	2	4		2.292682926829268	1	60908	4.0	2.0	1.0	0.0	0.0	0.0	0.0		7.0	6.9353285	4.0	0.449	77.368286	741274	14.874931	51303	0.51	0.48	0.75	0.25	1.0	0.74191606	0.6	0.41796875	0.07585241	0.20390011	0.30203187	0.4285714	32.0		1.0	0.0	0.0	1.0
507	90706	518	36	"e"	1	36057	0	"R"	3	2	1	2	1	1	1		3	3			3	3	3	1	1	1	1	10	2			1	1	2	3	1	2	1	2	1	4	1	1	1	2							1	1	2	2	1	2	2	2	2								2	2	2	2	1	2	1		2	3	2	1	2	2	2		2	1	4	3	1	2	2	3	1	2	2		3	2	3	3	3	3	66	2	2	1	1	1	1	2	5		3	1	1	2	1			1	3	1	2	3	1	4	13410	2		2	2			"work for one thing jobs"					4	2	3	6	1	1	1.853658536585366	4	60906	1.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0	2.0	3.0	2.0	0.418	91.738914	49945	1.4956452	42603	0.45	0.53	0.0	0.5	0.16666667	0.25	0.2	0.29687503	0.0049983193	0.020501757	0.20755188	0.49350643	66.0	0.25	1.0	0.0	0.0	1.0
1037	90806	516	36	"e"	1	36059	35620	"S"	2	1	1	2	1	2	2	1	1	4	1	4			4	3	1	1	2	1	3	3	1		2	2	2	2	2	1	2	1	4	1	4	1	1	1	1	4	4	4	4							4	4	4	4	4	4	4	4	4	4								4		3	2	2	1	4	1	2		2	4	2	2	1	2	4	2	2	1	3		1	1	1	1	2	63	7	2	1	1	2	1	2	5		9	1	1	3		9			3	1	1	3	1	4	11552	1	1	2	60			"IRAQ"	1	10		"IRAQ N TERRORISM"	3	5	2	5	4	1	1.6585365853658536	6	60906	3.0	3.0	1.0	1.0	0.0	1.0	0.0	9.0	7.0	9.0	2.0	0.449	74.01569	1329083	10.870126	93613	0.52	0.47	0.5	0.5	1.0	1.0	0.2	0.41796875	0.13609676	0.14900371	0.76150864	0.41558442	63.0	1.0	0.0	0.0	0.0	1.0
1036	91006	516	36	"e"	1	36059	35620	"S"	2	2	1	1	1	1	2		1	3			1	1	1	3	1	1	1	10	1			1	1	1	1	1	1	2	1	1	1	4	1	1	1							1	1	1	2	2	3	1	1	1								1	1	1	1	1	1	1		1	1	1	1	1	1	1		2	2	2	1	1	1	1	2	1	1	2		1	2	1	2	2	1	29	7	2	1	5	2	2	2	4		6	1	1	1	1		1		2	1	1	1	2	1	11570			1	62			"TERRORISM"					1	5	2	2	4	1	3.7804878048780486	12	60906	5.0	4.0	1.0	1.0	0.0	0.0	1.0	6.0	7.0	6.0	3.0	0.449	74.01569	1329083	10.870126	93613	0.52	0.47	1.0	0.75	1.0	0.625	0.4	0.41796875	0.13609676	0.14900371	0.76150864	0.41558442	29.0	0.625	1.0	0.0	0.0	1.0
499	90706	516	36	"e"	1	36059	35620	"S"	2	1	1	2	1	2	1	1	1	3	1	3			1	1	1	1	1	10	2		1		1	2	1	1	2	1	2	1	4	1	2	1	3	1	3	3	2	3	3							2	2	2	4	2	3	1	2	2	2								4		4	2	2	2	4	1	1		1	3	1	1	2	2	4	1	2	2	3		1	3	2	3	1	49	6	2	2	2	2	1	2	5		7	1	1	1	2		2		4	1	2	1	1	1	11580	1	1	1	57			"SECURITY"	15	10		"BUSH''S SPEECHES -- AND THE FACT THAT OSAMA BIN LADEN HAS SHOWN UP IN PAKISTAN AND NOTHING HAS BEEN DONE TO CORRAL"	2	5	2	4	4	2	1.2682926829268293	3	60906	4.0	2.0	1.0	0.0	1.0	0.0	1.0	7.0	6.0	7.0	2.0	0.449	74.01569	1329083	10.870126	93613	0.52	0.47	0.75	0.25	0.8333333	0.75	0.2	0.41796875	0.13609676	0.14900371	0.76150864	0.41558442	49.0	0.75	1.0	0.0	0.0	1.0
109	90606	516	36	"e"	1	36059	35620	"S"	2	1	2	1	1	2	2	1	2	4	2	1				2	1	2	1	8	2		4		1	2	3	1	1	2	1	1	1	2	2	1	1	4	4	2	2	2	2							1	1	1	2	2	2	2	1	1	2								2		9	1	1	1		1	2		1	3	3	2	1	1	2	1	1	2	2		1	3	2	2	1	40	6	1	1	1	1	2	2	4		9	1	1	2	2			1	3	1	1	1	1	2	11791	1	1	2	1			"economics"	22			"israel and palestinians situtaion"	2	5	2	3	4	3	5.32	1	60906	2.0	3.0	0.0	0.0	0.0	0.0	1.0	9.0	6.0	9.0	3.0	0.449	74.01569	1329083	10.870126	93613	0.52	0.47	0.25	0.5	0.8333333	1.0	0.4	0.41796875	0.13609676	0.14900371	0.76150864	0.41558442	40.0	1.0	0.0	1.0	0.0	0.0
500	90706	516	36	"e"	1	36059	35620	"S"	2	2	1	9	9	9	4		9	4			1	1	9	3	1	1	1	5	9	9		3	9	9	3	1	1	1	3	1	1	1	2	1	1							1	1	1	1	1	3	3	1	1								1	3	3	2	9	9	3		3	2	9	1	1	1	2		1	1	3	3	2	1	9	3	2	9	1		1	9	9	3	3	3	46	6	2	4	1	1	8		3	"HINDU"	7	1	1	3		9			3	1	9	1	1	4	11520	2		1	99								2	5	2	4	4	4	2.731707317073171	3	60906	3.0	3.0	1.0	0.0	0.0	0.0	0.0	7.0	6.0	7.0	4.0	0.449	74.01569	1329083	10.870126	93613	0.52	0.47	0.5	0.5	0.8333333	0.75	0.6	0.41796875	0.13609676	0.14900371	0.76150864	0.41558442	46.0	0.75	0.0	0.0	0.0	1.0
772	90906	212	36	"e"	1	36061	35620	"U"	1	1	2	2	1	1	4	1	2	4	2	2			2	1	1	2	1	10	2		3		1	2	2	1	2	2	2	1	4	1	1	1	1	1	2	2	1	3	1							2	2	2	2	2	2	2	2	2	2								9		4	9	1	2	4	1	1		9	2	3	1	1	2	3	9	2	1	3		1	3	9	1	2	67	6	2	1	2	2	1	2	5		9	1	1	2	2			1	3	1	2	1	1	4	10021	2		2	62			"TERRORISM"	15	96		"BUSH AND BLAIR,"	4	5	1	6	4	1	1.7073170731707317	2	60908	2.0	3.0	0.0	1.0	0.0	0.0	0.0	9.0	6.0	9.0	2.0	0.598	56.140953	1583345	15.535212	64971	0.82	0.17	0.25	0.5	0.8333333	1.0	0.2	1.0	0.162156	0.21295099	0.45046318	0.02597402	67.0	1.0	1.0	0.0	0.0	0.0
252	90606	212	36	"e"	1	36061	35620	"U"	1	2	2	2	9	1	3		1	1			3	4		1	1	2	1	10	2			1	1	2	1	1	2	1	2	1	4	2	2	1	3							1	3	1	3	3	3	2	2	2								2	2	2	2	2	2	2		4	3	2	2	2		1		2	1	3	2	1	1	2	4	9	2	1		3	1	2	3	3	3	76	7	2	1	1	2	9		6		9	1	1	2	1			1	4	1	2	3	1	1	10024	1	1	1	99								4	5	1	6	4	1	2.1219512195121952	2	60906	1.0	2.0	0.0	1.0	0.0	1.0	1.0	9.0	7.0	9.0	1.0	0.598	56.140953	1583345	15.535212	64971	0.82	0.17	0.0	0.25	1.0	1.0	0.0	1.0	0.162156	0.21295099	0.45046318	0.02597402	76.0	1.0	1.0	0.0	0.0	0.0
770	90806	212	36	"e"	1	36061	35620	"U"	1	2	1	2	1	9	9		1	3			3	4	2	2	1	1	1	10	2			1	1	2	1	1	2	2	9	1	3	1	1	1	1							1	3	1	1	3	1	2	2	9								2	9	2	2	9	2	2		9	3	2	1	2	4	1		2	1	1	9	1	1	2	3	1	2	2		3	9	1	3	3	1	71	7	2	1	1	2	1	2	4		9	1	1	3		2		1	3	1	2	1	1	4	10128	1	1	1	59			"OUR LOSS OF FACE IN TH E WOURLD"					4	5	1	6	4	1	1.8780487804878048	2	60908	2.0	3.0	1.0	1.0	0.0	0.0	0.0	9.0	7.0	9.0	3.0	0.598	56.140953	1583345	15.535212	64971	0.82	0.17	0.25	0.5	1.0	1.0	0.4	1.0	0.162156	0.21295099	0.45046318	0.02597402	71.0	1.0	1.0	0.0	0.0	1.0
361	90706	212	36	"e"	1	36061	35620	"U"	1	1	2	2	1	9	3	1	2	2	2	1			2	1	1	2	1	9	9	2	1		9	2	1	1	1	2	1	1	2	2	2	1	1	2	2	2	2	2	2							2	1	2	2	2	2	2	1	1	1								2		2	1	2	2	2	2	1		2	1	2	2	1	2	2	1	1	1	2		1	1	2	1	2	50	7	2	1	1	2	99		4		9	1	1	3		1	1		3	1	2	2	1	3	11024			2	62			"teerisiom"	1			"the war"	3	5	1	4	4	1	2.1219512195121952	3	60906	4.0	3.0	0.0	1.0	0.0	0.0	1.0	9.0	7.0	9.0	3.0	0.598	56.140953	1583345	15.535212	64971	0.82	0.17	0.75	0.5	1.0	1.0	0.4	1.0	0.162156	0.21295099	0.45046318	0.02597402	50.0	1.0	0.0	0.0	0.0	0.0
362	90706	212	36	"e"	1	36061	35620	"U"	1	1	1	1	1	2	2	1	2	2	2	3			1	1	1	2	1	9	1		1		2	1	2	2	1	2	2	1	2	4	1	1	1	3	2	3	3	3	3							1	1	1	4	2	2	1	1	1	2								1		2	1	2	1	3	1	1		2	2	3	2	1	2	3	1	2	2	2		1	3	2	2	1	62	6	2	1	1	2	1	2	6		8	1	1	1	1		2		3	1	1	1	1	4	10024	1	1	2	62			"TERRORISM"	10			"TERROR PLOT IN ENGLAND"	3	5	1	5	4	1	1.6585365853658536	4	60906	5.0	3.0	1.0	1.0	0.0	0.0	0.0	8.0	6.0	8.0	1.0	0.598	56.140953	1583345	15.535212	64971	0.82	0.17	1.0	0.5	0.8333333	0.875	0.0	1.0	0.162156	0.21295099	0.45046318	0.02597402	62.0	0.875	0.0	0.0	0.0	1.0
122	90606	212	36	"e"	1	36061	35620	"U"	1	1	1	2	1	1	1	1	2	2	2	4				1	1	2	1	9	2		3		1	2	2	1	2	9	2	1	4	2	2	1	2	4	4	2	4	4	2							2	2	2	2	2	2	2	2	2	2								1		9	2	2	2		1	1		2	3	1	9	9	2	4	2	2	2	3		9	3	3	2	2	23	6	2	1	5	2	9		5		9	1	1	3		2		1	4	1	2	1	1	4	10021			2	60	34		"IRAQ PEOPLE ARE DYING N aMERICA IN THEIR COUNTRY DYING FOR THE WRONG REASONS."	26			"MIDTERM ELECTION COVERAGE."	1	5	1	1	4	1	5.146341463414634	1	60906	2.0	2.0	1.0	1.0	0.0	0.0	0.0	9.0	6.0	9.0	2.0	0.598	56.140953	1583345	15.535212	64971	0.82	0.17	0.25	0.25	0.8333333	1.0	0.2	1.0	0.162156	0.21295099	0.45046318	0.02597402	23.0	1.0		0.0	0.0	1.0
771	90806	212	36	"e"	1	36061	35620	"U"	1	2	1	2	1	2	1		1	3			4	2	3	3	1	3	1	10	2			2	2	2	3	1	2	1	2	1	4	1	1	2	3							1	1	1	9	1	4	2	2	2								2	2	2	2	2	2	2		2	9	2	2	2	4	1		2	1	4	2	1	9	2	4	2	2	1		4	2	3	9	3	2	25		2	2	9	9	1	1	9		10	1	9	2	1			1	9	9		9	9	9	99999			1	59			"Bush''s foreign policy,"					1	5	1	2		2	2.1463414634146343	2	60906	1.0	1.0	1.0	0.0	1.0	0.0	0.0		5.0	4.8609247	4.0	0.598	56.140953	1583345	15.535212	64971	0.82	0.17	0.0	0.0	0.6666667	0.4826156	0.6	1.0	0.162156	0.21295099	0.45046318	0.02597402	25.0		1.0	0.0	0.0	1.0
1223	90906	716	36	"e"	1	36063	15380	"U"	1	2	2	1	1	1	2		2	3			2	2	2	3	1	3	1	7	1			1	1	1	2	2	3	2	3	2	3	3	1	1	1							1	1	1	1	1	1	1	1	1								1	1	1	1	1	1	1		1	2	1	1	1	2	2		2	2	3	3	2	2	1	2	1	1	2		2	2	1	2	2	3	52	3	2	1	1	1	1	1	3		3	1	1	1	2		3		2	2		3	1	4	14304			2	62			"terorism"					3	3	2	4	2	1	4.804878048780488	4	60906	4.0	4.0	0.0	1.0	0.0	1.0	0.0	3.0	3.0	3.0	4.0	0.425	89.32122	216064	6.8711123	45964	0.49	0.49	0.75	0.75	0.33333334	0.25	0.6	0.32421878	0.022023803	0.09418669	0.24405156	0.44155845	52.0	0.25	0.0	0.0	0.0	0.0
114	90606	716	36	"e"	1	36063	15380	"S"	2	2	1	1	1	2	2		1	2			1	3		1	1	1	1	10	1			1	9	9	1	1	1	2	3	1	1	1	1	1	1							1	1	2	1	1	1	1	1	1								1	1	1	1	1	1	1		1	9	1	9	1		2		2	2	2	1	1	1	1	2	1	1	2		2	2	1	1	1	1	75	3	2	1	4	2	1	1	1		10	1	1	3		1	1		3	1	1	3	1	4	14304	2		2	62			"war on terrorism"					4	3	2	6	2	1	2.3902439024390243	1	60906	4.0	3.0	1.0	1.0	0.0	1.0	0.0		3.0	4.451407	6.0	0.425	89.32122	216064	6.8711123	45964	0.49	0.49	0.75	0.5	0.33333334	0.43142587	1.0	0.32421878	0.022023803	0.09418669	0.24405156	0.44155845	75.0		1.0	0.0	0.0	1.0
879	91006	315	36	"e"	1	36065	46540	"U"	1	1	1	1	1	1	2	1	2	3	1	3			2	3	1	3	1	6	1		4		1	1	2	1	3	2	3	1	1	2	1	1	1	4	2	2	2	3	4							2	1	1	1	1	2	1	1	1	1								1		2	1	1	1	2	1	1		2	3	1	2	1	1	2	1	1	1	3		2	2	2	3	1	26	7	2	1	5	2	2	2	5		4	1	2	1	1		2		2	1	1	1	2	4	13501	1	1	1	57			"HOMELAND SECURITY"	3	22		"REBUILDING OF NEW ORLEANSCONFLICT BETWEEN ISRAEL"	1	2	3	2	4	1	2.5365853658536586	15	60906	5.0	4.0	1.0	1.0	0.0	0.0	0.0	4.0	7.0	4.0	2.0	0.435	87.76761	234533	5.7185984	46708	0.43	0.55	1.0	0.75	1.0	0.375	0.2	0.36328125	0.023916684	0.07838845	0.25213122	0.5194805	26.0	0.375	0.0	0.0	0.0	1.0
